gene_id	gene_short_name	locus	FPKM_ECT095_R1	FPKM_ECT095_R2	FPKM_ECT105_R1	FPKM_ECT105_R2	FPKM_ECT115_R1	FPKM_ECT115_R2	FPKM_ECT125_R1	FPKM_ECT125_R2	FPKM_MES095_R1	FPKM_MES095_R2	FPKM_MES105_R1	FPKM_MES105_R2	FPKM_MES115_R1	FPKM_MES115_R2	FPKM_MES125_R1	FPKM_MES125_R2
ENSMUSG00000031376	Atp2b3	chrX:73503085-73571005	0.638424	0.334807	1.47142	1.95895	1.16908	1.94968	0.628484	0.765905	0	0	0.0121265	0.04661	0.0717299	0.0628144	0.0281975	0.0297501
ENSMUSG00000031377	Bmx	chrX:164192841-164258193	0	0	0	0	0.0145058	0	0	0	0	0.0206357	0	0.0248655	0.0796354	0	0.0300859	0.0714226
ENSMUSG00000031378	Abcd1	chrX:73716596-73738534	3.0099	1.84381	2.22082	2.15524	3.19274	1.43854	1.75719	2.09525	2.99825	3.0631	7.41416	5.61977	10.2932	6.12493	9.03974	7.48413
ENSMUSG00000031379	Pir	chrX:164269370-164373011	2.41071	2.01046	1.44138	1.43567	2.5166	1.07269	1.11787	1.25712	4.52583	3.30156	4.74814	4.82196	5.00382	4.61529	3.14434	3.96257
ENSMUSG00000031380	Vegfd	chrX:164373377-164402650	1.03852	0.989628	0.37494	1.17501	5.21922	0.473257	0.452092	0.413295	8.23682	13.2078	11.3614	11.6041	9.30478	11.2512	4.9122	9.83786
ENSMUSG00000031381	Piga	chrX:164419786-164433916	9.93725	11.0541	8.26234	10.2578	5.74293	5.71487	5.14669	6.77404	9.73363	11.7082	10.1941	11.3594	4.98815	8.71342	5.79884	7.69109
ENSMUSG00000031382	Asb11	chrX:164436993-164459170	0	0	0	0.040899	0	0	0	0	0	0	0	0	0	0	0.0802027	0.0423078
ENSMUSG00000031383	Dusp9	chrX:73639418-73643514	83.272	62.3939	77.0253	55.0034	74.9583	66.5134	65.422	48.6369	108.918	73.7088	107.947	82.1715	72.2061	63.2846	44.7219	40.8154
ENSMUSG00000031384	Asb9	chrX:164506326-164539752	0	0.0434216	0	0.0491578	0.0309871	0	0	0	0.317974	0.308572	0.370262	0.265587	0.034022	0.107376	0.964014	0.305134
ENSMUSG00000031385	Plxnb3	chrX:73757098-73772514	0	0	0	0	0	0	0	0	0	0	0.00932512	0.0100333	0.0257055	0.0202821	0.0182092	0.0288182
ENSMUSG00000031386	Hcfc1	chrX:73942791-73966357	68.4774	72.9988	59.1848	66.7464	67.6274	61.6827	57.5982	61.3984	51.6775	71.9632	76.8448	79.9457	81.7816	78.8029	67.4278	74.9055
ENSMUSG00000031387	Renbp	chrX:73922120-73930850	6.36278	3.72949	6.60016	4.42481	6.77649	6.29497	7.80749	6.29926	3.09291	2.12451	3.70994	2.63621	3.57451	2.46961	5.05503	3.40537
ENSMUSG00000031388	Naa10	chrX:73916872-73921944	66.9131	60.5341	59.1476	51.0836	62.2742	49.1629	62.0237	47.4317	97.1581	78.4219	83.1027	62.6087	77.2994	59.5783	69.0466	51.9056
ENSMUSG00000031389	Arhgap4	chrX:73891441-73911336	0.405304	0.58451	0.358332	1.48937	0.730267	1.55745	0.589342	1.0827	0.276757	0.457023	0.602763	1.49691	1.27405	1.59375	1.47911	1.04819
ENSMUSG00000031390	Avpr2	chrX:73892101-73895502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031391	L1cam	chrX:73853777-73880834	0.263532	0.123207	0.59663	0.9395	0.987141	1.20515	0.990594	0.665271	0.450623	0.462323	1.44741	0.728691	1.01695	1.06709	1.16974	0.966429
ENSMUSG00000031392	Irak1	chrX:74013913-74023918	23.5833	27.5626	30.7053	30.6626	28.4041	27.6982	28.0223	27.0668	25.6138	23.9443	23.0256	22.6786	24.7435	21.3418	27.8408	24.3981
ENSMUSG00000031393	Mecp2	chrX:74026591-74135363	8.65319	8.37212	8.86485	8.93214	8.48373	10.0736	9.91816	9.87016	7.4695	8.30354	9.95667	8.73305	9.11014	10.5159	9.95907	11.5908
ENSMUSG00000031394	Opn1mw	chrX:74127463-74150760	0	0	0	0	0	0	0	0	0	0	0	0	0.0630276	0	0	0
ENSMUSG00000031397	Tktl1	chrX:74177258-74208500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031398	Plxna3	chrX:74329065-74344689	3.6533	5.39236	4.60712	8.57239	5.83579	8.5443	6.64432	10.3025	2.40996	3.92676	3.51896	6.87527	5.69851	7.39829	6.97426	8.9686
ENSMUSG00000031399	Fam3a	chrX:74384718-74393272	8.52422	7.57252	11.4406	13.3107	8.97898	12.3792	8.47868	9.44577	5.16139	4.59582	6.39762	7.44572	9.31462	6.83285	9.31868	9.40267
ENSMUSG00000031400	G6pdx	chrX:74409482-74429194	31.2985	28.2489	28.3894	19.2133	26.5327	19.8905	28.5845	20.495	26.2066	25.5909	32.5853	22.4254	32.2229	25.9014	33.1966	25.2036
ENSMUSG00000031402	Mpp1	chrX:75109732-75131016	5.68672	4.97763	6.75834	7.54245	11.4257	12.0932	11.5278	11.6377	4.45253	4.48217	9.50526	10.0472	15.6276	15.6158	17.8337	15.3317
ENSMUSG00000031403	Dkc1	chrX:75095853-75109777	37.2955	49.1424	31.3087	34.4657	36.9461	37.9162	31.4312	38.4461	57.2422	87.0541	46.6014	58.907	40.3146	55.949	25.153	50.5578
ENSMUSG00000031409	Tceal6	chrX:135208686-135210687	0.0764066	0.133188	0	0.0502609	0.0316825	0	0.0332616	0	0.162555	0.315497	0.100952	0.162928	0.139142	0.109785	0.427114	0.259985
ENSMUSG00000031410	Nxf7	chrX:135579554-135598777	0.763398	0.529325	0.48523	0.0901612	0	0.0343771	0.0795559	0.114479	0	0.658218	0	0	0	0	0	0
ENSMUSG00000031411	Prame	chrX:135613001-135627705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031422	Morf4l2	chrX:136732941-136743690	199.069	184.229	162.874	139.384	170.811	144.93	139.811	120.862	247.285	210.34	161.222	163.964	177.107	173.224	164.023	150.749
ENSMUSG00000031424	Kir3dl1	chrX:136517998-136534309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031425	Plp1	chrX:136822670-136839733	0.339977	0.835084	0.143164	1.21006	0.154782	1.36744	0.116623	1.73818	0.22814	0.592915	0.0664139	0.957289	0.139395	0.824355	0.187325	1.04068
ENSMUSG00000031428	Zcchc18	chrX:136993154-136998472	3.35169	3.7707	3.58641	3.89422	7.28855	4.50389	6.4549	6.3286	1.20185	0.591158	7.75727	6.83507	10.4154	7.86972	16.0983	10.9037
ENSMUSG00000031429	Psmd10	chrX:140948428-140956728	13.9078	12.9706	11.2443	8.38807	10.6528	9.3424	10.0183	8.75244	17.0321	11.0153	12.7168	11.0466	11.8366	11.1707	11.8939	9.4547
ENSMUSG00000031430	Vsig1	chrX:140907607-140939472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031431	Tsc22d3	chrX:140539527-140600659	13.9557	12.6882	9.27356	11.2743	15.71	14.1782	19.7164	18.2665	19.4636	17.6723	20.2647	26.1888	28.2112	27.0889	29.55	27.0751
ENSMUSG00000031432	Prps1	chrX:140456612-140476140	19.4058	20.5128	15.3899	15.3583	22.1465	17.3882	19.1773	16.549	51.2018	50.9501	41.7365	46.8611	32.5785	42.9764	29.8205	33.2514
ENSMUSG00000031433	Rbm41	chrX:139889510-139998595	2.99167	3.42237	2.179	3.63445	2.59356	4.96949	2.87698	4.73414	1.92944	2.6811	2.47952	3.76245	1.89107	3.89667	2.10417	3.77605
ENSMUSG00000031434	Morc4	chrX:139821631-139871677	3.36698	4.90731	5.29638	6.12499	5.64216	6.24486	9.36078	9.83716	2.34525	3.28168	1.64316	2.20432	2.93659	3.22701	3.20322	3.30838
ENSMUSG00000031438	Rnf128	chrX:139563315-139673145	6.6546	8.83037	5.43491	8.10338	3.17207	5.97379	5.04938	5.24612	1.14578	0.93115	1.81982	1.05601	1.10754	1.37866	0.603256	1.03973
ENSMUSG00000031441	Atp11a	chr8:12757013-12868728	10.8308	9.35477	10.2473	15.0385	11.1476	16.3588	13.7387	20.5634	3.97296	6.18002	3.41946	6.01062	6.31926	6.40636	6.56126	10.3101
ENSMUSG00000031442	Mcf2l	chr8:12873805-13020905	2.88655	2.80785	2.85491	3.1125	1.91396	3.46665	3.70409	5.26074	0.735168	0.42522	0.558058	0.760396	1.3509	1.77479	1.98471	2.81935
ENSMUSG00000031443	F7	chr8:13026033-13035809	0.0915729	0	0	0	0	0	0	0	0	0	0	0.0325447	0	0	0	0.031159
ENSMUSG00000031444	F10	chr8:13037307-13056676	0.0340067	0.0732433	0	0	0	0	0	0	0.146541	0.26389	0.196187	0.238177	0.411112	0.219159	0.0384657	0.199902
ENSMUSG00000031445	Proz	chr8:13060942-13076026	0	0	0	0	0	0	0	0	0	0.0448162	0	0	0	0	0	0
ENSMUSG00000031446	Cul4a	chr8:13105620-13147940	27.01	31.2955	26.1155	27.6349	28.4968	30.3201	27.6211	31.3931	23.1798	32.0406	27.5421	32.5223	29.4894	35.6437	24.3479	35.1582
ENSMUSG00000031447	Lamp1	chr8:13159160-13175338	109.327	94.2106	140.622	116.051	117.046	103.181	113.188	97.2343	91.4611	75.2798	82.4916	77.7904	95.4433	85.649	95.9098	83.0539
ENSMUSG00000031448	Adprhl1	chr8:13221662-13254162	0	0.0720954	0	0.0107098	0.0730731	0.0109107	0	0	0	0.0365955	0	0.0471954	0.0282573	0	0	0.0422191
ENSMUSG00000031449	Atp4b	chr8:13386204-13396825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031450	Grk1	chr8:13405080-13421951	0.0114589	0.00665822	0	0	0.00950306	0	0.0099767	0	0.0243789	0.00675944	0.0302803	0.0488697	0.0313013	0.0740918	0.0197094	0.0623853
ENSMUSG00000031451	Gas6	chr8:13465373-13494490	5.74573	5.80366	9.56614	8.67988	5.06975	7.47717	7.21291	7.71065	0.454848	0.413811	0.617917	0.997263	1.79459	1.29597	3.33253	2.68254
ENSMUSG00000031452	1700029H14Rik	chr8:13550732-13562461	0	0	0	0	0	0.0469042	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031453	Rasa3	chr8:13566947-13677603	4.50324	5.82841	7.26322	7.04333	7.57338	9.04062	16.0531	14.8447	7.26154	8.19717	7.22672	7.00621	7.06564	7.23419	4.60414	6.07657
ENSMUSG00000031458	Coprs	chr8:13884793-13890268	12.6656	10.7895	9.86407	7.90789	12.8626	8.55981	5.74725	4.58661	22.0592	13.9294	22.1589	19.4548	19.3999	19.2011	17.6771	14.9742
ENSMUSG00000031461	Myom2	chr8:15057652-15133541	0	0.0194905	0	0	0	0	0.00730117	0.0111244	0	0	0.00553995	0.0119213	0.0305427	0.0963947	0	0.0228275
ENSMUSG00000031465	Angpt2	chr8:18690262-18741562	0.286911	0.555699	0.0392366	0.20446	0.237939	0.11216	0.0520413	0.0792924	0.427282	0.409006	0.339594	0.339891	0.478945	0.515312	0.277587	0.260336
ENSMUSG00000031467	Agpat5	chr8:18846276-18891361	9.75959	10.1237	6.66834	9.00373	7.46558	9.27328	9.5088	8.51303	14.1829	14.3358	9.09008	11.6612	7.54083	10.5916	8.4767	9.33365
ENSMUSG00000031471	Defb8	chr8:19445768-19447606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031478	Nek3	chr8:22128282-22166435	6.52798	4.64962	4.92078	3.85093	4.69058	3.83851	2.57464	3.12869	6.47654	7.14076	12.964	9.31569	9.24779	8.3338	5.48071	5.80156
ENSMUSG00000031479	Vps36	chr8:22192808-22220843	19.9813	20.508	18.154	20.4599	20.7875	20.4768	21.4711	23.3944	18.4329	19.9769	15.6624	19.9581	18.1503	18.239	13.8352	18.6545
ENSMUSG00000031480	Thsd1	chr8:22227312-22261334	0.179967	0.196398	0.105731	0.388914	0.15083	0.260667	0.180671	0.206807	6.64275	4.32001	3.97712	4.25719	6.04936	4.85027	6.60481	5.13553
ENSMUSG00000031481	Tpte	chr8:22283440-22371418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031482	Slc25a15	chr8:22375550-22398597	5.58347	5.89738	4.9072	5.04406	4.53784	4.5234	4.55876	4.42761	7.5391	8.66582	5.81158	7.72574	5.3551	7.30952	3.87345	6.2991
ENSMUSG00000031483	Erlin2	chr8:27023260-27040328	18.8831	16.9711	18.9152	18.0065	17.8745	18.5667	19.5091	17.727	17.209	18.1727	13.2349	14.1822	17.4875	15.4244	9.94352	14.5973
ENSMUSG00000031485	Plpbp	chr8:27042554-27056132	15.0999	10.824	10.37	9.81946	12.2272	8.64791	10.3123	8.05561	23.5189	21.647	24.2839	20.2462	22.4307	19.0999	17.9458	17.1267
ENSMUSG00000031486	Adgra2	chr8:27085582-27123436	5.46698	3.74474	1.5872	2.7707	7.5674	1.29741	0.799219	0.773344	30.1955	28.177	25.8491	26.1133	32.6559	27.8379	33.3182	29.4133
ENSMUSG00000031487	Brf2	chr8:27123363-27128680	7.44047	7.9883	9.75957	6.45672	5.59159	7.52031	7.95949	6.27921	9.11068	8.52807	11.957	9.03239	7.32576	8.60745	11.7247	8.89943
ENSMUSG00000031488	Rab11fip1	chr8:27138772-27174646	8.59397	8.79219	6.56003	6.63535	5.02709	5.22449	4.08756	4.86235	5.08691	4.76271	6.03477	5.32409	4.10516	4.09513	2.05617	3.0716
ENSMUSG00000031489	Adrb3	chr8:27225775-27229588	0	0.0382964	0.0818612	0.140227	0.0628325	0.170595	0.251402	0.208667	0.0194297	0	0	0.021646	0	0	0	0.0310719
ENSMUSG00000031490	Eif4ebp1	chr8:27260328-27276674	26.98	21.5958	16.1925	10.7664	19.4587	13.025	21.1893	12.4107	46.8448	30.8998	22.6105	16.9959	17.8716	15.8311	14.2223	12.2115
ENSMUSG00000031491	Chrna6	chr8:27403211-27413944	0.0292901	0.017019	0	0	0	0	0	0	0.0872404	0.138222	0.0386996	0	0	0	0	0
ENSMUSG00000031492	Chrnb3	chr8:27368710-27399730	0.0377452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031493	Ggn	chr7:29170209-29173945	0.523789	0.8151	0.162561	0.229483	0.689036	0.853302	0.690441	0.528639	0.109212	0.113552	0.380441	0.370572	0.84576	0.821633	0.800285	0.68377
ENSMUSG00000031494	Cd209a	chr8:3743396-3748984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0390885
ENSMUSG00000031495	Cd209d	chr8:3871823-3878555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031497	Tnfsf13b	chr8:10006632-10039072	0.068698	0.039917	0	0.0451902	0.0284861	0.0460297	0	0.107142	0.029231	0.0105238	0.0226919	0	0	0	0	0.024282
ENSMUSG00000031502	Col4a1	chr8:11198422-11312826	105.132	80.955	114.957	98.5959	122.842	113.142	118.155	107.827	87.5354	79.4103	154.655	118.368	129.575	107.438	117.918	94.5606
ENSMUSG00000031503	Col4a2	chr8:11312804-11449287	127.979	77.253	201.002	130.723	168.767	143.435	148.731	123.757	51.1028	33.3871	88.4431	54.0941	77.3398	47.3465	81.1791	45.1633
ENSMUSG00000031504	Rab20	chr8:11453517-11478710	0.550325	0.604004	0.551905	0.563125	0.253551	0.286846	0.665471	0.486691	0.41629	0.324628	0.262571	0.391168	0	0.0878598	0.23664	0.124838
ENSMUSG00000031505	Naxd	chr8:11497505-11513287	22.2894	19.6137	22.8898	25.2113	29.9274	27.3823	33.0276	28.0152	15.056	13.6915	18.3028	17.4768	22.5524	21.4767	27.0892	23.4869
ENSMUSG00000031506	Ptpn7	chr1:135132699-135145317	0.175332	0.0497054	0.107083	0.152096	0.19966	0.0286635	0.0186195	0	0.561155	0.667903	0.765174	1.01565	1.31738	0.842102	0.674865	0.575257
ENSMUSG00000031508	Ankrd10	chr8:11611582-11635757	10.761	24.0243	9.55707	27.484	13.363	21.1111	11.2449	23.6046	16.8978	25.8153	13.1695	33.9538	21.632	39.8892	18.3116	38.7151
ENSMUSG00000031509	1700016D06Rik	chr8:11654923-11701063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031511	Arhgef7	chr8:11727720-11835219	19.3749	16.6654	18.3635	16.4509	25.3647	17.7043	20.4343	17.9623	21.2937	24.527	34.4428	30.675	37.8932	36.1284	38.2172	37.3061
ENSMUSG00000031512	Tex29	chr8:11840473-11855761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031513	Leprotl1	chr8:34135571-34147033	10.1112	10.7195	11.1348	14.0803	11.9895	14.7606	12.0079	12.5502	8.74296	9.48723	9.88282	12.4195	8.03555	11.0449	8.02183	10.1403
ENSMUSG00000031516	Dctn6	chr8:34090422-34108796	15.0015	16.4722	12.9755	19.4237	17.7472	19.216	17.7578	17.4131	17.3112	16.0238	17.1173	22.1237	20.1491	18.4045	16.626	23.0341
ENSMUSG00000031517	Gpm6a	chr8:54954842-55060871	0.0529499	0.246132	0.086894	0.226401	0.153692	0.230649	0.0345755	0.175602	0.112651	0.171788	0.131175	0.301092	0.277223	0.323346	2.91437	1.38731
ENSMUSG00000031518	Spata4	chr8:54600780-54610098	0	0	0	0	0	0	0	0	0	0	0.0265991	0	0	0	0	0
ENSMUSG00000031519	Asb5	chr8:54550330-54587842	0	0	0.0440638	0	0.0222677	0	0	0.035619	0.02285	0.0316776	0.0177383	0	0.0488972	0.0771614	0.0692752	0
ENSMUSG00000031520	Vegfc	chr8:54077605-54187096	1.29893	1.27228	0.456312	1.14767	2.13207	0.727591	2.00051	1.08348	5.22626	5.88901	4.36471	5.34025	2.10083	3.84532	1.27035	1.90256
ENSMUSG00000031521	Aga	chr8:53511726-53523338	3.89189	3.68566	6.26857	6.68475	6.16694	7.67958	4.86307	5.94154	2.58721	2.46581	2.45205	3.07371	3.41256	2.6407	3.37802	3.87473
ENSMUSG00000031523	Dlc1	chr8:36567750-36953143	4.94575	6.4549	3.63052	3.77804	5.79201	2.43743	0.987539	1.51944	13.8394	24.7471	27.9156	26.955	17.5822	23.1186	26.4803	29.562
ENSMUSG00000031527	Eri1	chr8:35465252-35496196	10.1172	11.8778	11.042	10.0318	9.88854	11.5897	12.3304	10.7155	11.2886	11.3784	10.1286	11.6887	11.1233	13.4635	11.737	13.4819
ENSMUSG00000031529	Tnks	chr8:34826459-34965690	17.3345	21.325	13.7199	17.2684	16.2394	18.8088	13.331	19.2305	10.6166	16.479	15.6946	18.6129	17.6479	19.6138	17.8748	23.0739
ENSMUSG00000031530	Dusp4	chr8:34807296-34819894	11.7424	12.2019	7.90173	9.58381	10.1246	10.638	13.158	9.00414	17.0776	17.1151	17.7003	15.2797	9.23519	11.4266	11.3408	10.6125
ENSMUSG00000031532	Saraf	chr8:34154575-34170821	31.896	22.1494	47.6121	39.5547	51.7081	43.3024	51.9146	38.032	27.8639	20.2726	29.9291	26.7374	30.1883	23.0465	30.6381	22.765
ENSMUSG00000031533	Mrps31	chr8:22411360-22429665	15.0008	13.8741	13.0462	11.9742	11.2755	12.8767	13.8431	13.0799	21.3718	16.4049	17.8527	14.6959	12.0473	15.9031	15.5099	13.4202
ENSMUSG00000031534	Smim19	chr8:22462613-22476882	7.34604	5.36198	9.86343	8.18694	7.79697	10.3342	9.38229	10.115	5.50233	5.22862	6.8906	6.94765	6.98765	7.3712	7.9562	8.71762
ENSMUSG00000031535	Dkk4	chr8:22624042-22627547	2.91275	2.10616	2.54933	1.53283	0.0268398	0.260265	0.169065	0	0.0826249	0.0381818	0.0427608	0.0460081	0	0	0	0
ENSMUSG00000031536	Polb	chr8:22628125-22653418	14.6705	18.6134	15.4685	17.3427	15.1345	18.998	15.1176	19.0381	18.7268	18.0184	15.8017	24.8854	17.7138	21.7921	15.2679	19.2921
ENSMUSG00000031537	Ikbkb	chr8:22659211-22706589	11.5913	12.0605	11.9506	18.0436	12.3856	16.2104	13.7553	16.6737	10.9085	12.0652	11.316	13.7696	12.626	13.6933	8.66004	14.122
ENSMUSG00000031538	Plat	chr8:22757746-22782844	3.23613	3.48649	2.24045	2.08441	1.21608	1.55875	3.11102	3.57742	4.69031	2.58502	0.601276	0.71882	1.35053	0.871847	2.1163	1.12408
ENSMUSG00000031539	Ap3m2	chr8:22787353-22805622	0.605614	0.747784	0.289866	0.995857	0.899885	0.9301	1.13148	1.17158	0.2899	0.387013	0.783237	1.07619	1.24076	1.63163	2.14849	2.30118
ENSMUSG00000031540	Kat6a	chr8:22859534-22943259	16.3441	18.394	18.5736	18.3791	21.2473	20.4307	20.4841	23.0237	12.3285	21.0164	22.5704	20.7282	22.7188	23.4626	23.7368	28.5455
ENSMUSG00000031543	Ank1	chr8:22974843-23150497	0.0590583	0.628596	0.0756441	0.258062	0.0866475	0.0201838	0.0570623	0.0642677	1.47211	2.98482	2.08926	2.76628	1.1831	1.97202	0.501133	1.25764
ENSMUSG00000031545	Gpat4	chr8:23171264-23208346	28.8394	29.7285	29.6777	30.0631	33.4036	30.4521	31.8268	27.8076	37.0819	35.8876	32.1659	34.7684	41.6458	40.1188	38.0021	40.4236
ENSMUSG00000031546	Gins4	chr8:23226615-23237659	42.0222	32.9226	37.8457	25.9408	34.5094	27.2733	33.0432	23.0596	42.6338	29.2545	33.93	25.7879	34.8156	30.8245	32.5849	23.3588
ENSMUSG00000031548	Sfrp1	chr8:23411501-23449632	15.4386	11.448	4.93616	3.90603	2.15544	3.26174	3.8223	4.54542	22.1843	19.0179	1.96138	1.75745	2.61472	2.43371	6.40423	3.73622
ENSMUSG00000031549	Ido2	chr8:24532453-24576333	0	0	0	0	0	0	0	0.0230245	0.029541	0.0614303	0.0343987	0	0.094823	0.0997559	0.0447803	0.0472469
ENSMUSG00000031551	Ido1	chr8:24584135-24597009	0	0	0	0	0	0	0	0.0340919	0	0	0	0	0	0.0783898	0	0
ENSMUSG00000031552	Adam18	chr8:24602245-24674755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031553	Adam3	chr8:24677224-24725852	0	0	0	0	0	0	0	0.0225724	0	0	0	0	0	0	0	0
ENSMUSG00000031554	Adam5	chr8:24727092-24824369	0.0803292	0.116807	0.122959	0.123218	0.21673	0.269434	0.0525065	0.0266649	0	0.0474313	0.126006	0.0266273	0.276479	0.367882	0.273859	0.356955
ENSMUSG00000031555	Adam9	chr8:24949610-25016927	15.1387	19.0022	20.3682	22.6522	9.05084	12.8364	6.59038	10.6838	5.61029	9.91884	5.35828	9.17505	7.62959	10.7552	5.46342	11.2826
ENSMUSG00000031556	Tm2d2	chr8:25017210-25023260	41.1964	26.91	50.0076	32.2134	41.4661	30.9119	39.1669	29.9849	38.2646	23.6742	35.7423	30.9588	38.9216	32.4437	40.3979	29.9414
ENSMUSG00000031557	Plekha2	chr8:25039143-25102376	20.4012	16.7828	17.6715	10.8543	3.24482	6.10831	2.77744	2.1396	7.0086	5.33113	0.528024	0.758764	0.948993	1.22899	1.72526	1.57009
ENSMUSG00000031558	Slit2	chr5:47983137-48307733	3.72264	3.40411	3.28601	5.56918	17.2686	14.1555	19.442	23.2036	3.60546	2.72766	2.46285	3.00875	5.38667	4.88089	20.5184	7.67834
ENSMUSG00000031561	Tenm3	chr8:48227681-48843951	18.2631	18.4777	24.718	24.4973	30.6185	31.0926	32.0329	35.1788	20.7417	19.9539	25.1667	20.4388	18.9443	22.7907	28.9301	21.991
ENSMUSG00000031562	Dctd	chr8:48099091-48153233	30.5163	32.9514	29.1303	25.7819	28.9188	28.6796	28.881	26.7171	55.3138	53.8343	36.897	36.7218	25.8833	28.8866	21.9408	22.9593
ENSMUSG00000031563	Wwc2	chr8:47823958-47990551	9.47488	10.5206	9.13455	9.91677	14.788	15.2233	13.7445	16.0365	5.23351	6.9198	9.73245	11.9007	10.2437	12.846	7.65074	10.4462
ENSMUSG00000031565	Fgfr1	chr8:25513653-25575718	24.3292	23.0048	19.7812	30.2053	37.6363	28.8708	20.0241	26.6091	57.8326	60.8984	73.2913	78.2265	71.4637	72.6224	73.9228	70.1171
ENSMUSG00000031568	Rwdd4a	chr8:47533663-47552825	14.4905	15.9837	15.0922	13.2492	13.3674	15.3491	13.1382	15.312	18.1791	19.3205	14.728	15.7532	13.7301	17.0409	13.9779	16.2015
ENSMUSG00000031570	Plpp5	chr8:25720036-25724887	4.53423	6.19792	4.00971	6.87807	4.64638	6.50075	3.56116	4.7474	3.77857	4.01898	3.12274	5.78949	5.1087	6.97891	4.46635	6.54589
ENSMUSG00000031574	Star	chr8:25806554-25815982	0.0210373	0.0611187	0	0.522087	0.0697861	0.378863	0.0274741	0.125893	0.0984651	0.434455	0.103698	0.331586	0.105354	0.233793	0.0587007	0.200431
ENSMUSG00000031575	Ash2l	chr8:25815995-25847694	52.5407	57.7263	49.7529	49.9128	59.912	55.1084	53.1152	53.8485	52.4316	56.7567	66.3965	66.4788	65.4676	64.3455	56.5174	59.4784
ENSMUSG00000031576	Kcnu1	chr8:25849622-25937939	0.0588636	0.0139868	0.144898	0.418057	0.609655	0.317308	0.894682	0.866267	0	0	0.325372	0.209204	0.878816	0.296026	0.530317	0.673286
ENSMUSG00000031577	Tti2	chr8:31150314-31164702	3.13512	4.22042	2.77444	4.80513	2.80962	4.41179	3.08175	4.20722	3.13277	4.1044	3.51796	4.85156	2.93846	4.18623	2.57935	4.11864
ENSMUSG00000031578	Mak16	chr8:31159462-31168764	28.0591	31.2553	27.393	24.4039	23.177	24.7419	24.7023	22.4697	46.8235	52.7169	35.1071	35.5306	23.5114	32.022	18.9737	25.4601
ENSMUSG00000031583	Wrn	chr8:33234383-33385527	2.43154	2.8738	2.56944	3.65672	3.46657	4.09202	3.73909	4.4462	2.56637	3.3237	3.29962	4.12908	4.15021	5.14346	4.04191	6.40468
ENSMUSG00000031584	Gsr	chr8:33653237-33698163	10.6675	12.8222	11.5226	11.3322	11.0518	11.0327	12.0185	10.1169	15.9204	16.3043	9.96077	12.5845	11.5253	13.6576	12.1454	12.7205
ENSMUSG00000031585	Gtf2e2	chr8:33731832-33777173	39.4194	41.5305	29.8656	32.5705	35.2297	30.3045	28.8714	30.9871	47.7384	44.7498	37.8618	44.6039	32.7341	39.4734	29.9348	37.0795
ENSMUSG00000031586	Rbpms	chr8:33782642-33929863	38.9924	38.7486	25.2265	23.1449	14.1915	20.9613	15.2882	14.3096	22.2799	25.8865	16.1169	12.6005	11.4448	9.82608	6.45176	8.02962
ENSMUSG00000031590	Frg1	chr8:41397458-41417074	38.5853	40.4131	39.5923	38.4768	35.9398	39.4733	40.5127	40.4267	37.6116	31.4109	35.2861	34.0061	33.2311	37.5495	30.1539	33.283
ENSMUSG00000031591	Asah1	chr8:41340196-41374773	11.4492	11.0579	10.553	13.9724	11.0987	12.9387	9.87468	12.582	5.4463	5.57677	5.92113	7.76712	8.97156	10.6732	9.66155	11.844
ENSMUSG00000031592	Pcm1	chr8:41239764-41332344	27.7083	37.8433	20.3256	30.7559	29.1723	36.2649	23.9022	41.1802	21.3803	38.5084	26.4105	31.977	26.8634	36.6915	22.0452	39.6242
ENSMUSG00000031594	Fgl1	chr8:41191433-41215156	0	0	0	0	0	0	0	0	0.0323368	0	0	0.0540184	0	0.0545986	0	0
ENSMUSG00000031595	Pdgfrl	chr8:40926232-40990785	9.2375	5.68694	21.7464	20.6529	16.0968	19.3823	10.4362	10.9046	0.421131	0.421652	4.50425	3.43931	3.52965	3.08122	3.9012	1.5716
