gene_id	gene_short_name	locus	ECT095_R1	ECT095_R2	ECT105_R1	ECT105_R2	ECT115_R1	ECT115_R2	ECT125_R1	ECT125_R2	MES095_R1	MES095_R2	MES105_R1	MES105_R2	MES115_R1	MES115_R2	MES125_R1	MES125_R2
ENSMUSG00000046027	Stard5	chr7:83631958-83653127	258	362	601	651	1055	880	880	593	241	131	498	259	375	230	560	256
ENSMUSG00000046031	Fam26f	chr10:34126066-34127984	1	8	3	2	8	0	8	3	4	3	7	2	4	4	7	1
ENSMUSG00000046032	Snx12	chrX:101097785-101222563	666	1210	816	1027	1410	1028	1558	1044	1146	892	1102	621	1071	657	939	747
ENSMUSG00000046034	Otulin	chr15:27542634-27630693	241	363	328	280	650	325	636	353	689	382	682	319	572	319	543	302
ENSMUSG00000046041	Olfr803	chr10:129690620-129694286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046049	Rp1l1	chr14:63992505-64033506	1	1	0	0	5	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000046056	Sbsn	chr7:30751470-30756134	27	57	19	30	34	40	37	35	20	14	32	20	39	27	57	18
ENSMUSG00000046058	Eid2	chr7:28267880-28269272	174	275	194	216	478	236	401	204	556	381	494	202	521	235	540	267
ENSMUSG00000046062	Ppp1r15b	chr1:133131142-133139783	1493	2719	1575	2087	2407	2225	3018	2067	4153	3827	4144	2597	2621	2659	3390	2675
ENSMUSG00000046070	Igfals	chr17:24878769-24882008	16	14	37	39	23	25	19	13	6	2	7	0	3	1	0	0
ENSMUSG00000046079	Lrrc8d	chr5:105699968-105815215	514	936	691	768	1685	1099	1731	1136	470	479	758	391	783	489	928	690
ENSMUSG00000046080	Clec9a	chr6:129408861-129424763	0	0	0	0	0	0	0	0	5	4	0	2	0	0	0	0
ENSMUSG00000046082	Tmem174	chr13:98634977-98637410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046085	4931422A03Rik	chr2:103992494-104028308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046088	Gm9805	chr17:22689770-22689941	0	6	2	0	0	2	4	7	1	1	0	1	3	2	0	2
ENSMUSG00000046093	Hpcal4	chr4:123183226-123194701	13	14	28	19	27	33	88	46	4	3	6	4	2	4	1	2
ENSMUSG00000046095	Krt32	chr11:100080856-100088226	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0
ENSMUSG00000046096	Mosmo	chr7:120677619-120734854	152	566	161	526	414	400	316	487	450	580	444	528	362	577	439	571
ENSMUSG00000046101	Mcmdc2	chr1:9908637-9942085	6	17	5	14	6	18	7	14	25	11	17	19	10	12	3	17
ENSMUSG00000046108	Il17c	chr8:122422019-122423639	0	1	0	1	2	0	0	0	0	1	0	1	2	0	0	2
ENSMUSG00000046110	Serinc4	chr2:121451176-121456781	4	3	1	5	4	4	2	13	1	1	3	3	0	3	0	4
ENSMUSG00000046111	Cep295	chr9:15316914-15357788	453	1376	468	1331	1149	1161	770	1326	1036	1549	1772	1279	1222	1401	1089	1525
ENSMUSG00000046130	Vmn1r184	chr7:26260333-26270619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046133	C130073F10Rik	chr4:101890019-101893789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046138	9930021J03Rik	chr19:29714401-29805989	365	1173	517	1109	1049	1097	943	1223	531	1018	1071	855	770	1029	875	1058
ENSMUSG00000046139	Patl1	chr19:11912398-11945096	531	1103	631	985	1295	882	1268	909	1248	1327	1867	1062	1258	1048	1092	988
ENSMUSG00000046150	Olfr918	chr9:38669860-38674601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046152	Fut10	chr8:31187330-31261738	193	278	188	261	529	249	458	272	390	250	763	322	821	419	709	522
ENSMUSG00000046157	Tmem229b	chr12:78961794-79007627	71	67	69	50	101	57	105	51	61	34	70	39	112	50	187	88
ENSMUSG00000046159	Chrm3	chr13:9875485-10360844	2	2	0	1	1	1	2	0	0	0	0	0	3	0	8	3
ENSMUSG00000046160	Olig1	chr16:91269771-91271933	2	1	0	0	4	0	1	1	0	0	0	0	5	2	5	3
ENSMUSG00000046167	Gldn	chr9:54286485-54341786	11	10	20	46	7	25	2	1	20	6	34	16	77	15	10	21
ENSMUSG00000046168	Kcnrg	chr14:61607456-61612826	2	5	1	9	3	1	8	5	1	4	2	4	3	8	11	9
ENSMUSG00000046169	Adamts6	chr13:104287872-104496592	21	77	22	105	66	95	38	119	23	46	22	74	48	130	100	322
ENSMUSG00000046173	Pabpc6	chr17:9666496-9669704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046178	Nxph1	chr6:8948613-9249032	0	0	0	0	1	0	1	1	0	1	1	0	0	4	0	0
ENSMUSG00000046179	E2f8	chr7:48866428-48881596	354	795	507	583	688	474	736	547	776	837	985	509	752	606	652	678
ENSMUSG00000046180	4930550L24Rik	chrX:58909359-58920304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046182	Gsg1l	chr7:125878419-126082411	1	2	21	19	2	2	3	1	2	0	1	1	6	1	6	2
ENSMUSG00000046185	Zfp84	chr7:29768551-29779821	140	271	263	314	282	310	604	387	218	284	555	252	173	271	773	442
ENSMUSG00000046186	Cd109	chr9:78615545-78716253	83	119	259	296	524	274	706	370	452	273	462	251	756	361	965	625
ENSMUSG00000046191	Pcdhb20	chr18:37504263-37507822	6	3	31	29	89	42	127	99	11	6	39	20	61	25	111	73
ENSMUSG00000046192	Iqub	chr6:24444864-24515067	0	0	0	0	0	1	0	0	0	1	3	1	0	0	0	1
ENSMUSG00000046196	Ttc39d	chr17:80207459-80217936	0	1	2	1	0	0	3	1	2	1	3	0	0	2	0	1
ENSMUSG00000046201	Scaf8	chr17:3114978-3198859	1087	2197	1462	1810	2601	1976	2615	2040	2098	2292	3639	1820	2601	1882	3074	2165
ENSMUSG00000046204	Pnma2	chr14:66911169-66921023	9	21	16	31	114	65	136	106	15	6	12	4	10	5	15	13
ENSMUSG00000046207	Pik3r6	chr11:68503018-68552698	0	1	0	0	8	4	8	2	50	35	69	29	89	44	70	24
ENSMUSG00000046210	Olfr735	chr14:50342611-50348872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046213	Cym	chr3:107211292-107221732	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000046215	Rprml	chr11:103649569-103650579	2	0	8	7	9	3	19	5	2	0	113	14	2	5	1	0
ENSMUSG00000046223	Plaur	chr7:24462483-24475967	4	5	9	9	6	2	3	3	42	19	83	16	11	8	6	7
ENSMUSG00000046229	Scand1	chr2:156311846-156312704	254	126	361	132	860	231	676	196	650	151	986	105	601	116	894	210
ENSMUSG00000046230	Vps13a	chr19:16615685-16780927	288	603	347	617	724	558	677	681	303	315	643	331	593	417	659	556
ENSMUSG00000046240	Hepacam	chr9:37367350-37386575	6	1	9	8	10	18	5	9	0	0	0	1	1	0	1	0
ENSMUSG00000046242	Nme9	chr9:99451474-99474654	0	0	0	0	3	0	3	0	0	0	1	0	1	0	0	0
ENSMUSG00000046245	Pilra	chr5:137821951-137836281	0	1	0	1	11	3	0	0	1	0	4	5	9	7	4	2
ENSMUSG00000046248	Krtap5-3	chr7:142201363-142203015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046258	Adam29	chr8:55870911-55906948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046259	Sprr2h	chr3:92385684-92387324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046262	C87977	chr4:144206774-144213318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046269	Usp27x	chrX:7371275-7375830	78	186	102	122	170	138	189	123	156	176	332	152	213	129	233	205
ENSMUSG00000046272	Olfr1444	chr19:12857282-12863440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046275	Tusc5	chr11:76679807-76698664	6	12	16	24	79	37	49	49	0	0	3	0	2	2	2	0
ENSMUSG00000046280	She	chr3:89831369-89858834	19	14	2	11	12	6	6	2	489	343	440	168	458	258	536	271
ENSMUSG00000046282	Adam20	chr8:40793272-40797303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046287	Pnma3	chrX:73064786-73068191	0	7	3	9	27	7	5	12	5	2	5	6	22	21	29	12
ENSMUSG00000046295	Ankle1	chr8:71406009-71409904	37	131	48	250	124	149	102	162	83	104	127	186	125	156	109	150
ENSMUSG00000046300	Olfr1412	chr1:92585778-92591375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046311	Zfp62	chr11:49203291-49218816	390	1104	556	1083	833	1116	1086	1173	723	887	1116	850	738	869	1029	1134
ENSMUSG00000046312	AI464131	chr4:41495603-41503076	58	70	51	61	125	110	39	60	199	86	106	42	60	36	134	52
ENSMUSG00000046314	Stxbp6	chr12:44852483-45074709	137	295	116	209	441	214	331	240	212	158	399	310	484	413	526	417
ENSMUSG00000046317	BC107364	chr3:96433787-96452306	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046318	Ccbe1	chr18:66060966-66291838	56	79	154	200	171	157	39	57	23	14	3	0	79	21	42	53
ENSMUSG00000046321	Hs3st2	chr7:121391858-121501770	0	0	5	6	48	16	109	54	0	0	0	0	1	1	84	1
ENSMUSG00000046323	Dppa3	chr6:122626409-122630272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046324	Ermp1	chr19:29608213-29648415	910	1577	1247	1405	2139	1461	2824	1911	1576	1104	2192	927	1057	909	1162	724
ENSMUSG00000046329	Slc25a23	chr17:57043710-57059863	252	374	262	307	521	306	592	337	148	119	345	133	400	208	672	318
ENSMUSG00000046330	Rpl37a	chr1:72711289-72713813	3688	5023	5069	4523	11517	5204	13228	5287	10585	4495	11570	3332	8432	3300	10513	3633
ENSMUSG00000046337	Fam178b	chr1:36562691-36683183	2	4	0	3	5	0	5	1	8	4	8	4	6	1	4	6
ENSMUSG00000046338	Gpat2	chr2:127425198-127436092	10	5	11	15	17	11	15	5	12	8	9	9	15	12	19	2
ENSMUSG00000046345	Smco1	chr16:32271467-32274781	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0
ENSMUSG00000046351	Zfp322a	chr13:23353102-23369208	654	1424	1095	1960	2161	2534	2515	2462	1166	1252	1228	990	922	957	1262	1104
ENSMUSG00000046352	Gjb2	chr14:57098599-57104702	39	36	533	694	1553	1323	7402	3602	4	20	73	32	95	77	38	34
ENSMUSG00000046354	Defb14	chr8:19194356-19195212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046364	Rpl27a	chr7:109519146-109522367	4170	4365	5008	3622	12463	4403	12015	4385	12286	4464	12507	2953	8486	2779	9297	3396
ENSMUSG00000046367	Mgat4e	chr1:134540940-134549682	0	1	0	1	2	2	1	3	0	0	0	0	0	0	0	2
ENSMUSG00000046378	Asphd1	chr7:126945566-126949582	0	0	0	0	0	0	0	1	0	1	1	0	0	0	3	0
ENSMUSG00000046380	Jrk	chr15:74702300-74709535	258	396	395	396	668	398	751	376	578	511	1043	424	599	381	638	396
ENSMUSG00000046387	Pcdhb17	chr18:37484794-37489454	5	16	37	62	163	100	247	160	26	17	66	38	103	59	217	107
ENSMUSG00000046396	Olfr609	chr7:103490024-103498062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046402	Rbp1	chr9:98422960-98446575	871	1145	560	504	864	434	490	383	509	200	417	171	694	242	2822	532
ENSMUSG00000046404	Yod1	chr1:130717326-130724358	30	106	56	137	107	116	124	171	59	104	97	86	63	115	95	132
ENSMUSG00000046408	1700067K01Rik	chr8:84001501-84004770	1	3	3	3	8	0	2	5	0	4	3	6	3	3	1	2
ENSMUSG00000046410	Kcnk6	chr7:29221925-29232515	7	20	13	14	22	21	36	32	107	104	65	48	42	34	57	34
ENSMUSG00000046417	Lrrc75a	chr11:62604883-62648523	163	335	229	216	579	176	376	205	464	229	1006	351	904	426	1021	562
ENSMUSG00000046431	Olfr518	chr7:108880187-108885006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046432	Bex3	chrX:136270252-136271978	2748	3961	2590	2491	5951	2714	5014	2479	6285	3454	7905	2858	5784	2910	4199	2354
ENSMUSG00000046434	Hnrnpa1	chr15:103240431-103244955	17276	27116	16982	20010	39243	20294	34936	20603	47194	34213	59355	25092	39233	24255	41476	24502
ENSMUSG00000046435	Gm13078	chr4:143719454-143729158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046438	Scgb2b24	chr7:33737189-33739312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046441	Cmtr2	chr8:110215664-110224486	140	300	167	182	153	192	338	207	464	397	338	206	141	172	336	235
ENSMUSG00000046442	Ppm1e	chr11:87226905-87359023	10	9	7	7	15	10	2	4	136	102	96	69	43	39	30	31
ENSMUSG00000046447	Camk2n1	chr4:138454313-138460123	28	52	51	89	89	87	149	115	83	119	31	28	38	24	101	64
ENSMUSG00000046449	Nexmif	chrX:104077433-104201185	3	3	10	10	86	21	30	22	44	45	242	127	272	199	396	362
ENSMUSG00000046450	Olfr71	chr4:43704561-43710255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046456	Tmem150b	chr7:4706831-4725249	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000046460	Sh2d7	chr9:54538983-54545020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046470	Sox18	chr2:181669835-181671640	6	7	3	9	15	33	18	8	647	353	553	189	288	185	543	274
ENSMUSG00000046474	Krtap4-16	chr11:99850654-99851608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046480	Scn4b	chr9:45138394-45154152	591	1142	281	301	258	262	299	220	570	537	228	85	57	46	19	18
ENSMUSG00000046486	Olfr231	chr1:174113210-174121162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046490	Rnf222	chr11:68888552-68895777	0	0	2	2	4	3	22	6	0	0	0	0	0	0	2	3
ENSMUSG00000046491	C1qtnf2	chr11:43474275-43491525	11	10	0	0	0	0	0	0	64	30	7	4	3	4	11	1
ENSMUSG00000046493	Olfr1352	chr10:78981049-78987903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046500	Fam19a4	chr6:96831202-97060413	2	0	24	39	56	58	17	8	3	3	9	3	0	3	4	0
ENSMUSG00000046516	Cox17	chr16:38346990-38352763	160	262	206	237	377	185	292	163	585	341	580	240	372	197	323	158
ENSMUSG00000046518	Ferd3l	chr12:33928424-33929310	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000046519	Golph3l	chr3:95588933-95619247	436	698	457	592	802	568	816	670	690	498	933	531	873	558	908	675
ENSMUSG00000046523	Kctd4	chr14:75955008-75966206	0	0	0	3	1	4	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000046532	Ar	chrX:98148768-98323215	1	3	3	2	8	13	15	17	6	8	2	0	1	2	5	1
ENSMUSG00000046541	Zfp526	chr7:25221424-25227507	196	264	297	324	372	263	728	329	344	255	756	268	371	262	665	354
ENSMUSG00000046546	Fam43a	chr16:30599722-30602797	48	67	70	66	99	56	260	93	464	268	633	217	258	130	235	159
ENSMUSG00000046550	Spin2c	chrX:153832224-153834243	99	132	102	140	239	163	253	152	291	182	229	120	175	115	238	122
ENSMUSG00000046556	Zfp319	chr8:95323010-95331950	571	861	845	863	1550	880	1934	995	930	706	1798	729	1440	752	2015	1052
ENSMUSG00000046561	Arsj	chr3:126363683-126440375	1	0	2	0	1	0	0	0	8	0	6	5	19	4	17	11
ENSMUSG00000046562	Unc119b	chr5:115122549-115134975	1523	2603	1533	1705	3026	1675	2707	1412	3587	2325	5695	2472	3728	2405	3549	2241
ENSMUSG00000046567	4930430F08Rik	chr10:100572264-100589395	77	151	112	136	145	108	99	107	157	142	218	122	128	115	136	112
ENSMUSG00000046572	Zfp518b	chr5:38668483-38684826	1105	2182	1409	1656	2599	1574	1868	1510	3051	3344	5492	2528	2927	2168	2789	2447
ENSMUSG00000046573	Lyrm4	chr13:35978394-36117526	71	118	74	103	196	119	215	124	184	126	186	80	199	116	149	138
ENSMUSG00000046574	Prr12	chr7:45027562-45052881	2390	3361	2847	3091	5180	2928	4560	2758	3720	3166	8546	2863	5183	2509	6521	3104
ENSMUSG00000046585	Cfap58	chr19:47937711-48035379	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0
ENSMUSG00000046589	Lrrc8e	chr8:4226826-4237470	17	15	14	28	25	14	61	20	0	1	1	0	7	2	23	4
ENSMUSG00000046591	Ticrr	chr7:79660195-79698148	758	1738	1048	1450	1573	1232	1702	1236	1425	1515	3126	1372	1821	1431	2109	1600
ENSMUSG00000046593	Tmem215	chr4:40472179-40477168	2	1	0	0	12	0	3	0	6	6	14	11	18	12	33	9
ENSMUSG00000046598	Bdh1	chr16:31422279-31458901	104	175	344	436	1037	522	1663	707	202	140	603	311	545	292	607	358
ENSMUSG00000046603	Tcaim	chr9:122805538-122836334	52	61	41	56	80	69	62	69	78	80	123	77	80	75	108	95
ENSMUSG00000046605	B3gntl1	chr11:121616196-121673153	40	145	59	134	189	137	146	172	139	144	215	147	186	154	131	168
ENSMUSG00000046607	Hrk	chr5:118169747-118189478	49	105	42	42	27	23	13	24	5	3	1	2	9	6	7	13
ENSMUSG00000046610	Oacyl	chr18:65698267-65751601	9	20	7	30	24	20	16	19	7	4	1	1	3	1	1	2
ENSMUSG00000046613	Vwa5b2	chr16:20589470-20605377	35	44	3	4	10	11	2	8	2	3	9	7	8	4	11	8
ENSMUSG00000046615	Actrt1	chrX:46329006-46330345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046618	Olfml2a	chr2:38931977-38963753	157	154	236	255	914	656	763	550	10	10	42	10	72	35	82	26
ENSMUSG00000046623	Gjb4	chr4:127351085-127354081	4	8	5	6	14	5	18	5	0	0	0	0	3	0	1	0
ENSMUSG00000046634	Pkd1l1	chr11:8826707-8973266	0	1	0	1	0	1	0	1	2	1	0	1	0	1	0	1
ENSMUSG00000046637	Ttc34	chr4:154837458-154867127	5	12	7	11	18	13	11	6	30	16	36	8	19	9	9	9
ENSMUSG00000046643	Olfr218	chr1:173197807-173206336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046650	Olfr1440	chr19:12387278-12401584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046652	Tas2r143	chr6:42400237-42401119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046658	Zfp316	chr5:143249696-143270022	222	285	427	491	1128	547	1019	575	311	221	857	324	912	422	974	683
ENSMUSG00000046667	Rbm12b1	chr4:12140266-12146731	46	87	79	98	144	106	151	113	98	74	127	91	85	77	122	120
ENSMUSG00000046668	Cxxc5	chr18:35829817-35861687	1199	1807	1079	1052	2511	965	1750	802	1755	1298	5089	1735	2882	1510	2586	1474
ENSMUSG00000046671	Mtfr1l	chr4:134525549-134535387	567	979	582	717	1257	616	926	592	1853	1337	1827	882	1602	869	1885	1110
ENSMUSG00000046675	Tmem251	chr12:102743761-102747561	81	156	98	120	213	131	174	150	271	255	249	170	204	153	181	148
ENSMUSG00000046676	Lce1l	chr3:92849948-92851286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046678	Olfr981	chr9:40021463-40030377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046679	C87436	chr6:86438373-86470388	117	262	169	292	318	284	389	312	199	230	355	210	273	250	331	268
ENSMUSG00000046688	Tifa	chr3:127789804-127798389	3	6	4	14	21	3	13	14	20	17	32	59	77	33	124	76
ENSMUSG00000046691	Chtf8	chr8:106883862-106893601	4412	6407	5517	5112	10191	5330	9616	5087	9464	6121	12633	4827	8434	4557	7575	4736
ENSMUSG00000046694	Fam46b	chr4:133480131-133487938	25	40	76	91	83	99	180	70	14	9	18	9	18	10	6	4
ENSMUSG00000046697	Enpp7	chr11:118988187-118992841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046699	Slitrk4	chrX:64264884-64276996	129	241	252	416	150	258	67	80	9	19	12	6	16	11	11	5
ENSMUSG00000046707	Csnk2a2	chr8:95446095-95488827	911	1646	1023	1352	2107	1278	1719	1323	2809	2250	3168	1550	2127	1472	1960	1385
ENSMUSG00000046709	Mapk10	chr5:102907947-103211334	1	0	0	1	0	0	0	0	0	1	2	1	7	1	5	6
ENSMUSG00000046711	Hmga1	chr17:27556496-27563674	4525	6652	5132	4521	8052	4710	8742	3113	12074	8014	9748	3495	5178	2961	3202	1498
ENSMUSG00000046714	Foxc2	chr8:121116170-121118895	0	16	5	3	6	6	6	3	108	41	125	48	33	52	40	20
ENSMUSG00000046716	Vmn1r67	chr7:10443330-10449202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046717	Igbp1b	chr6:138657088-138658544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046718	Bst2	chr8:71534254-71537456	24	31	9	20	36	22	25	18	36	11	24	14	46	24	125	38
ENSMUSG00000046719	Nxph3	chr11:95509844-95514570	59	101	69	73	360	169	234	179	29	5	42	26	328	87	300	224
ENSMUSG00000046722	Cdc42se1	chr3:95228731-95236409	1716	2740	2231	2308	4066	2479	4955	2342	2671	1724	3522	1523	2223	1338	2001	1277
ENSMUSG00000046723	Adam24	chr8:40675076-40682199	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046727	Cystm1	chr18:36345618-36402980	15	28	18	10	46	26	19	9	3	1	1	3	4	2	4	0
ENSMUSG00000046731	Kctd11	chr11:69878260-69881406	233	320	301	333	388	297	348	208	205	172	356	161	247	145	297	180
ENSMUSG00000046733	Gprc5a	chr6:135065650-135084709	43	57	25	26	32	17	47	18	146	67	49	20	22	14	51	8
ENSMUSG00000046743	Fat4	chr3:38886939-39011985	83	120	1213	2251	1989	2108	902	928	225	197	1289	859	3916	1599	4940	3625
ENSMUSG00000046748	Tmem45a2	chr16:57036966-57071352	0	1	1	0	0	2	0	3	1	3	0	0	2	1	1	1
ENSMUSG00000046750	Selenov	chr7:28284651-28291186	0	1	0	1	3	3	0	4	0	2	8	1	0	0	0	0
ENSMUSG00000046753	Ccdc66	chr14:27481089-27508460	193	411	276	632	540	494	455	524	362	459	619	431	525	480	366	558
ENSMUSG00000046755	Kif2b	chr11:91575314-91577558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046756	Mrps7	chr11:115603924-115608036	773	1074	842	723	1720	764	1606	732	2464	1210	2697	933	1777	819	1504	810
ENSMUSG00000046761	Fam83h	chr15:76001092-76014336	630	1025	987	1018	1505	1201	2425	1347	44	32	183	70	154	86	122	95
ENSMUSG00000046768	Rhoj	chr12:75308321-75401456	16	11	5	8	19	3	4	0	364	212	298	139	317	149	425	209
ENSMUSG00000046774	8030474K03Rik	chrX:101794655-101798642	0	2	0	5	1	0	0	0	0	1	1	10	2	1	1	1
ENSMUSG00000046782	Ttc6	chr12:57564112-57737928	0	2	0	1	1	2	5	2	1	3	3	1	1	0	0	1
ENSMUSG00000046785	Epm2aip1	chr9:111271928-111279093	894	2514	1236	2209	2088	2161	2850	2628	1810	2721	2805	1984	1935	2230	3629	3209
ENSMUSG00000046790	Olfr1341	chr4:118703522-118713438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046791	Riox1	chr12:83950607-83952951	331	544	511	439	811	458	857	399	1306	762	1378	493	716	504	926	406
ENSMUSG00000046792	Zfp787	chr7:6131490-6155997	372	499	337	312	564	297	477	281	662	402	923	341	621	310	561	345
ENSMUSG00000046793	Gpr61	chr3:108148320-108154882	0	0	0	0	0	0	0	0	1	0	1	1	2	0	0	0
ENSMUSG00000046794	Ppp1r3b	chr8:35375738-35388139	60	133	77	123	248	189	639	345	26	21	51	27	73	73	313	161
ENSMUSG00000046798	Cldn12	chr5:5505014-5514873	771	1387	769	1100	1073	929	1237	961	1382	1120	1098	716	745	656	642	571
ENSMUSG00000046804	Phgr1	chr2:118772768-118778165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046805	Mpeg1	chr19:12460778-12465284	0	0	0	8	64	18	34	8	0	0	39	43	144	66	514	143
ENSMUSG00000046806	3110062M04Rik	chr6:34871770-34878060	109	216	156	226	302	241	255	264	247	206	350	181	306	167	214	176
ENSMUSG00000046807	Lrrc75b	chr10:75550122-75560330	64	143	112	119	169	116	112	97	20	15	141	96	133	91	65	109
ENSMUSG00000046811	Gltpd2	chr11:70519195-70520736	0	0	0	1	1	1	1	1	1	2	1	2	7	3	2	2
ENSMUSG00000046814	Gchfr	chr2:119167772-119172390	107	143	37	30	110	20	8	2	84	32	133	48	273	90	226	156
ENSMUSG00000046818	Ddit4l	chr3:137623671-137628333	67	147	56	56	42	37	25	18	13	11	57	27	50	52	88	60
ENSMUSG00000046822	Slc39a3	chr10:81028537-81037426	190	270	385	333	916	464	1121	568	367	229	673	220	719	283	958	465
ENSMUSG00000046826	Fam187b	chr7:30973803-30989726	42	76	57	56	88	57	80	50	2	0	2	2	4	1	13	2
ENSMUSG00000046828	Mettl21e	chr1:44204069-44218961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046834	Krt1	chr15:101845425-101850794	8	7	26	19	61	34	238	63	9	2	8	4	20	9	23	8
ENSMUSG00000046836	Brox	chr1:183276351-183297256	311	590	376	617	793	599	836	679	652	549	810	590	612	499	577	583
ENSMUSG00000046841	Ckap4	chr10:84526304-84534062	2200	3050	3261	2957	4961	2643	4007	2086	5118	3202	7077	2619	5470	2744	6029	3003
ENSMUSG00000046844	Vat1l	chr8:114205629-114374071	330	408	508	648	1197	715	497	419	186	74	40	9	81	31	98	48
ENSMUSG00000046845	Il1f10	chr2:24291195-24293820	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0
ENSMUSG00000046846	Spesp1	chr9:62270728-62282208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046854	Pip5kl1	chr2:32575717-32583782	5	7	3	3	13	7	5	4	3	3	39	20	48	26	62	43
ENSMUSG00000046856	Gpr1	chr1:63182690-63214543	2	0	0	1	0	1	1	3	0	0	0	2	0	0	0	1
ENSMUSG00000046861	Hectd3	chr4:116995316-117005277	263	342	293	306	776	388	704	436	642	434	1018	413	880	456	691	473
ENSMUSG00000046862	Pramef8	chr4:143412425-143421091	177	395	326	413	420	478	729	487	375	381	696	365	377	339	553	359
ENSMUSG00000046865	Fbl	chr7:28169709-28179269	1366	2434	1434	1536	3167	1507	2934	1482	4111	2796	4722	1751	2794	1588	2624	1475
ENSMUSG00000046873	Mbtps2	chrX:157547823-157598715	284	704	271	557	762	620	592	620	690	824	765	642	672	677	541	737
ENSMUSG00000046876	Atxn1	chr13:45549754-45964977	54	178	324	693	356	514	340	468	28	43	28	20	37	40	43	64
ENSMUSG00000046879	Irgm1	chr11:48865244-48871420	1	5	1	3	9	5	14	2	28	10	18	6	27	11	82	38
