gene_id gene_short_name locus ECT095_R1 ECT095_R2 ECT105_R1 ECT105_R2 ECT115_R1 ECT115_R2 ECT125_R1 ECT125_R2 MES095_R1 MES095_R2 MES105_R1 MES105_R2 MES115_R1 MES115_R2 MES125_R1 MES125_R2
ENSMUSG00000040714 Klc3 chr7:19394436-19404104 151 128 290 316 861 488 866 450 5 3 42 14 103 29 118 51
ENSMUSG00000040728 Esrp1 chr4:11331932-11386783 1847 3359 2875 4089 4988 4429 6668 4822 9 32 95 29 102 51 6 5
ENSMUSG00000040734 Ppp1r13l chr7:19359769-19378533 631 828 1206 1292 2520 1435 3019 1564 228 152 536 167 475 192 516 249
ENSMUSG00000040998 Npnt chr3:132881744-132950291 1404 2755 3252 4160 4173 3672 3886 3105 134 121 219 84 304 144 1394 532
ENSMUSG00000041372 B4galnt3 chr6:120203093-120294559 63 92 107 142 230 163 366 237 8 10 5 3 22 11 67 36
ENSMUSG00000041417 Pik3r1 chr13:101680562-101768217 1018 2275 2876 4856 6971 5565 7486 8595 260 342 513 265 417 274 865 426
ENSMUSG00000041439 Mfsd6 chr1:52656285-52727462 88 122 194 226 254 250 284 221 15 7 10 6 27 13 46 36
ENSMUSG00000041488 Stx3 chr19:11775117-11818942 239 652 299 619 473 601 520 548 29 38 14 22 18 24 34 19
ENSMUSG00000041548 Hspb8 chr5:116408490-116422864 847 1464 1389 1518 2825 1635 3276 1794 289 139 1125 399 952 458 650 350
ENSMUSG00000041559 Fmod chr1:134037253-134048277 157 184 345 361 1625 671 5208 2127 10 3 21 1 56 8 93 15
ENSMUSG00000041607 Mbp chr18:82475145-82585637 355 595 591 707 1144 818 1542 960 73 55 36 15 51 28 56 28
ENSMUSG00000041700 Lhfpl1 chrX:145290358-145349089 84 120 83 105 75 78 132 93 5 1 5 3 11 1 1 0
ENSMUSG00000041782 Lad1 chr1:135818597-135833342 2025 2489 3073 2498 3203 2139 4285 1720 90 75 115 22 78 26 25 7
ENSMUSG00000041801 Phlda3 chr1:135766118-135769136 829 1126 1120 904 962 780 1907 733 278 121 218 84 193 81 297 96
ENSMUSG00000041842 Fhdc1 chr3:84442197-84480429 131 246 343 412 609 462 1077 593 6 11 26 19 169 33 227 183
ENSMUSG00000041886 Macc1 chr12:119314269-119469987 51 105 217 367 320 471 491 511 0 2 6 2 13 4 0 0
ENSMUSG00000041911 Dlx1 chr2:71528112-71533980 766 1381 1656 2890 2357 2959 2604 2267 4 1 41 11 51 30 4 2
ENSMUSG00000041959 S100a10 chr3:93555079-93564643 417 535 950 1119 1936 1245 3242 1361 339 129 240 102 222 93 288 93
ENSMUSG00000041961 Znrf3 chr11:5276323-5444847 871 2191 1433 2402 1847 2049 2183 1958 332 566 554 368 311 329 475 432
ENSMUSG00000042116 Vwa1 chr4:155768148-155774698 419 504 770 721 975 618 879 585 84 27 79 28 137 44 162 65
ENSMUSG00000042251 Pm20d1 chr1:131797380-131821473 539 740 719 935 806 625 452 422 38 36 173 74 169 58 84 79
ENSMUSG00000042357 Gjb5 chr4:127354808-127358181 321 313 429 343 265 243 221 95 42 4 35 15 19 8 15 7
ENSMUSG00000042367 Gjb3 chr4:127325234-127330844 1614 2286 1849 1764 2494 1844 2239 1269 9 2 72 14 62 22 3 0
ENSMUSG00000042377 Fam83g chr11:61684418-61709951 295 512 424 403 403 361 593 312 76 42 265 101 150 105 159 95
ENSMUSG00000042425 Frmpd3 chrX:140342262-140435467 30 60 25 58 106 94 130 162 4 14 14 4 8 7 11 15
ENSMUSG00000042581 Thsd7b chr1:129273343-130219278 5 17 22 26 33 29 80 42 0 0 0 0 0 1 2 1
ENSMUSG00000042659 Arrdc4 chr7:68736994-68749241 638 1546 959 1510 1613 1668 1337 1351 433 380 519 238 479 351 296 396
ENSMUSG00000042724 Map3k9 chr12:81721009-81781175 265 460 391 475 682 543 767 498 27 28 47 24 37 24 50 31
ENSMUSG00000042751 Nmnat2 chr1:152954997-153119261 387 822 254 270 934 597 860 860 5 6 26 8 23 6 13 2
ENSMUSG00000042793 Lgr6 chr1:134983300-135105276 125 257 987 1020 457 463 1478 671 25 29 31 5 9 4 4 3
ENSMUSG00000042808 Gpx2 chr12:76792334-76795554 207 205 808 624 858 852 235 116 1 0 12 3 25 10 0 0
ENSMUSG00000042826 Fgf11 chr11:69796067-69801857 37 57 53 96 110 86 264 152 8 7 12 7 15 11 11 17
ENSMUSG00000042988 Notum chr11:120653787-120661175 420 826 1936 2159 930 1065 884 437 171 180 334 152 216 115 188 156
ENSMUSG00000043003 Rasef chr4:73714578-73790994 121 276 102 180 132 107 108 86 9 7 67 39 26 26 11 23
ENSMUSG00000043068 Fam89a chr8:124740256-124751832 444 708 412 472 653 515 612 395 81 44 59 28 63 27 35 12
ENSMUSG00000043088 Il17re chr6:113458483-113470758 43 51 128 162 215 201 329 254 0 0 2 1 6 6 2 0
ENSMUSG00000043415 Otud1 chr2:19657751-19660583 39 85 126 174 170 211 272 214 16 12 54 29 29 23 36 20
ENSMUSG00000043635 Adamts3 chr5:89677086-89883334 256 388 619 963 619 603 342 342 91 102 142 74 102 58 149 76
ENSMUSG00000043782 Bicdl2 chr17:23660522-23668610 79 101 162 190 134 189 203 122 0 0 9 4 3 2 1 0
ENSMUSG00000043822 Adamtsl5 chr10:80340840-80348412 15 17 53 68 140 64 127 173 3 0 3 3 1 2 0 0
ENSMUSG00000043969 Emx2 chr19:59458371-59465357 584 1292 841 911 1307 1259 3007 2039 288 140 23 5 24 18 18 4
ENSMUSG00000044042 Fmn1 chr2:113327735-113716767 784 1638 743 971 1390 1174 1433 1190 79 51 213 83 127 116 103 57
ENSMUSG00000044071 Fam19a2 chr10:123264075-123741204 32 72 227 319 324 228 400 305 8 5 6 3 22 7 89 52
ENSMUSG00000044243 Bhlha9 chr11:76672469-76673676 1025 1308 1964 1725 2994 2599 3119 1710 8 2 69 3 65 30 4 1
ENSMUSG00000044279 Crb3 chr17:57059104-57065918 81 121 134 94 176 118 228 88 3 3 4 0 4 0 0 0
ENSMUSG00000044337 Ackr3 chr1:90203979-90216751 466 859 580 749 1192 1062 3303 1725 149 92 80 61 254 144 819 271
ENSMUSG00000044393 Dsg2 chr18:20558073-20604521 1363 1999 2314 2729 3859 3388 5201 3426 34 45 64 10 138 65 204 104
ENSMUSG00000044433 Camsap3 chr8:3587292-3609075 796 1247 846 1166 1712 1218 1820 1245 80 32 321 91 441 184 433 217
ENSMUSG00000044816 D630023F18Rik chr1:65105284-65123214 30 58 20 28 32 47 26 39 0 0 2 0 0 0 0 1
ENSMUSG00000045009 Prrt3 chr6:113493638-113501931 32 42 32 25 49 43 43 43 4 6 10 0 12 3 6 5
ENSMUSG00000045027 Prss22 chr17:23993534-23998100 77 105 138 231 276 262 167 125 1 0 9 0 3 2 0 0
ENSMUSG00000045094 Arhgef37 chr18:61493793-61536536 17 19 29 82 192 125 233 137 1 1 13 16 27 16 49 16
ENSMUSG00000045216 Hs6st1 chr1:36068399-36106446 1192 1819 2136 2310 4795 3347 5070 3009 721 550 931 358 1097 465 1620 791
ENSMUSG00000045281 Gpr20 chr15:73694603-73707505 29 49 38 45 60 48 68 37 1 3 11 4 12 1 2 2
ENSMUSG00000045314 Sowahb chr5:93041122-93045022 111 234 162 170 165 173 289 178 54 14 8 6 11 4 1 3
ENSMUSG00000045319 Proser2 chr2:6097606-6130211 394 363 906 1057 1263 939 827 617 80 51 34 14 62 16 27 26
ENSMUSG00000045394 Epcam chr17:87635978-87651106 2665 4469 5529 6963 7208 5962 7326 5349 29 25 192 63 201 79 90 29
ENSMUSG00000045545 Krt14 chr11:100203161-100207548 128 248 1596 2176 14964 7638 35691 14029 5 2 77 5 330 94 60 4
ENSMUSG00000045629 Sh3tc2 chr18:61953074-62015715 211 427 315 369 494 452 670 500 138 130 224 99 87 110 56 51
ENSMUSG00000045659 Plekha7 chr7:116123484-116308376 607 1298 759 1304 1708 1679 2245 2068 96 83 100 48 188 91 135 150
ENSMUSG00000045667 Smtnl2 chr11:72389163-72411713 251 414 366 477 617 550 1123 622 227 113 144 38 97 59 86 46
ENSMUSG00000045679 Pqlc3 chr12:16988647-17000408 165 219 200 232 543 394 662 419 10 11 25 10 63 23 57 40
ENSMUSG00000046275 Tusc5 chr11:76679807-76698664 6 12 16 24 79 37 49 49 0 0 3 0 2 2 2 0
ENSMUSG00000046618 Olfml2a chr2:38931977-38963753 157 154 236 255 914 656 763 550 10 10 42 10 72 35 82 26
ENSMUSG00000046699 Slitrk4 chrX:64264884-64276996 129 241 252 416 150 258 67 80 9 19 12 6 16 11 11 5
ENSMUSG00000046761 Fam83h chr15:76001092-76014336 630 1025 987 1018 1505 1201 2425 1347 44 32 183 70 154 86 122 95
ENSMUSG00000046826 Fam187b chr7:30973803-30989726 42 76 57 56 88 57 80 50 2 0 2 2 4 1 13 2
ENSMUSG00000046844 Vat1l chr8:114205629-114374071 330 408 508 648 1197 715 497 419 186 74 40 9 81 31 98 48
ENSMUSG00000046876 Atxn1 chr13:45549754-45964977 54 178 324 693 356 514 340 468 28 43 28 20 37 40 43 64
ENSMUSG00000047094 Ofcc1 chr13:40001881-40361450 47 48 9 25 58 73 44 24 10 1 0 0 1 0 1 0
ENSMUSG00000047281 Sfn chr4:133600555-133602168 676 928 4115 3896 7312 4299 10483 4073 4 4 111 16 137 37 10 3
ENSMUSG00000047415 Gpr68 chr12:100876681-100908198 19 33 66 70 52 55 39 46 5 5 5 3 0 1 2 4
ENSMUSG00000047428 Dlk2 chr17:46297420-46303271 24 56 46 49 139 52 586 271 5 2 8 0 9 1 20 2
ENSMUSG00000047501 Cldn4 chr5:134945118-134946934 1472 1750 2359 2069 2515 1792 3471 1476 15 1 66 16 50 15 6 0
ENSMUSG00000047642 D930020B18Rik chr10:121641587-121693915 10 14 53 146 173 170 212 291 1 0 2 1 9 7 3 8
ENSMUSG00000047712 Ust chr10:8204808-8518825 359 733 458 474 774 513 1146 695 237 178 320 158 230 170 104 61
ENSMUSG00000047730 Fcgbp chr7:28071235-28120862 81 105 98 77 127 102 94 73 0 0 3 3 2 1 3 2
ENSMUSG00000047746 Fbxo40 chr16:36963459-36990467 260 432 119 129 44 75 12 16 5 1 7 4 0 2 0 0
ENSMUSG00000047751 Utf1 chr7:139943788-139945112 37 43 55 30 47 36 89 26 0 0 1 0 5 0 1 0
ENSMUSG00000047842 Diras2 chr13:52504379-52531279 250 228 411 360 551 591 464 414 27 11 13 1 15 6 3 1
ENSMUSG00000047904 Sstr2 chr11:113619341-113626028 105 109 91 146 85 105 59 32 0 0 4 2 0 3 2 4
ENSMUSG00000047976 Kcna1 chr6:126640396-126644813 17 29 76 74 51 73 47 30 1 3 4 0 1 2 2 2
ENSMUSG00000047986 Palm3 chr8:84021470-84030295 803 1204 482 573 660 468 521 490 116 121 155 24 214 75 76 127
ENSMUSG00000048022 Tmem229a chr6:24951140-24956297 172 440 205 270 161 123 345 189 73 46 73 26 29 22 28 24
ENSMUSG00000048216 Gpr85 chr6:13834457-13839942 32 43 188 295 232 211 242 163 5 6 10 7 28 3 9 4
ENSMUSG00000048249 Crebrf chr17:26715649-26776635 111 265 146 299 238 331 380 376 25 41 75 72 59 64 137 135
ENSMUSG00000048251 Bcl11b chr12:107910402-108003602 109 197 1083 1553 2355 2373 3299 2259 22 14 417 202 476 325 541 425
ENSMUSG00000048377 Foxi2 chr7:135410307-135413622 105 167 220 239 40 144 60 36 2 0 3 2 3 1 0 0
ENSMUSG00000048485 Zbtb8b chr4:129425764-129440853 101 184 106 137 213 167 389 267 20 8 15 2 4 0 13 4
ENSMUSG00000048562 Sp8 chr12:118846328-118852576 1993 4068 2706 3590 2507 3034 2811 2417 14 10 108 21 65 58 5 11
ENSMUSG00000048699 Krt90 chr15:101552355-101562950 44 74 89 74 60 43 51 23 6 9 3 1 1 0 1 1
ENSMUSG00000049313 Sorl1 chr9:41964719-42124297 1182 1943 1183 1511 1739 1290 2109 1429 282 202 325 129 157 95 311 137
ENSMUSG00000049382 Krt8 chr15:101996697-102004482 1812 2250 3633 2885 1979 2606 750 640 148 133 163 20 69 37 41 17
ENSMUSG00000049562 Ap5b1 chr19:5568073-5571261 91 127 102 95 172 121 279 103 23 19 54 15 52 21 90 27
ENSMUSG00000049866 Arl4c chr1:88673126-88702221 1696 2747 2118 2451 3217 2561 3241 2184 679 504 420 217 359 182 402 272
ENSMUSG00000050052 Tdrp chr8:13952007-13975032 148 213 284 325 698 477 912 638 28 19 33 21 63 32 39 34
ENSMUSG00000050071 Bex1 chrX:136213971-136215513 1742 2617 1385 1198 2329 1344 2378 1155 1246 597 946 333 698 331 657 261
ENSMUSG00000050447 Lypd6 chr2:50066428-50193569 232 453 594 1132 1032 1239 1057 924 46 29 50 67 120 86 123 106
ENSMUSG00000050520 Cldn8 chr16:88560827-88563183 24 64 108 179 127 248 308 271 0 1 4 2 4 6 0 0
ENSMUSG00000050875 A730017C20Rik chr18:59062281-59076962 290 560 545 850 950 857 915 543 18 13 55 35 91 32 218 41
ENSMUSG00000050917 Fgf4 chr7:144847366-144865243 48 26 2743 1439 53 469 45 15 0 0 24 6 0 4 1 0
ENSMUSG00000051000 Fam160a1 chr3:85660062-85746266 61 66 124 148 254 170 436 226 6 3 16 4 33 8 55 37
ENSMUSG00000051043 Gprc5c chr11:114851151-114872617 2707 4432 2834 2776 3040 2809 3993 2630 468 245 662 297 810 301 1081 535
ENSMUSG00000051339 2900026A02Rik chr5:113086322-113221236 1214 1815 1093 1257 2231 1693 4736 2278 285 246 471 179 698 263 651 419
ENSMUSG00000051379 Flrt3 chr2:140658197-140671469 1685 4407 2160 2660 1954 2530 2707 3089 661 722 925 415 350 364 889 491
ENSMUSG00000051397 Tacstd2 chr6:67534061-67535796 83 104 1330 1434 2527 1731 3877 1967 1 1 37 7 38 10 3 1
ENSMUSG00000051431 Gpr87 chr3:59178922-59195104 22 21 48 87 118 115 125 96 0 0 0 3 1 1 0 1
ENSMUSG00000051980 Casr chr16:36493695-36562134 18 39 45 41 145 74 279 210 0 0 2 0 0 1 0 1
ENSMUSG00000052180 Serpinb6c chr13:33879815-33905708 27 36 60 74 117 66 70 67 0 0 1 0 1 0 0 0
ENSMUSG00000052221 Ppp1r36 chr12:76417537-76439492 22 28 78 113 221 179 238 145 6 1 24 9 58 26 28 29
ENSMUSG00000052316 Lrrc15 chr16:30269301-30283256 96 79 224 308 779 439 698 458 9 4 34 15 80 46 18 53
ENSMUSG00000052397 Ezr chr17:6738040-6782784 1818 2303 3260 2801 6171 3461 7772 3716 543 374 947 448 2470 828 2335 1396
ENSMUSG00000052415 Tchh chr3:93442329-93449077 80 135 37 42 83 50 172 89 15 18 3 1 2 2 5 0
ENSMUSG00000052512 Nav2 chr7:48959096-49610090 984 1970 2281 3544 4217 4090 5269 4439 138 174 1069 595 584 501 547 411
ENSMUSG00000053024 Cntn2 chr1:132511781-132543256 924 1346 1994 1639 627 637 397 283 6 5 55 14 18 7 10 13
ENSMUSG00000053399 Adamts18 chr8:113697125-113848615 2606 5416 3775 6029 3897 4968 2566 2780 24 34 82 16 92 35 14 6
ENSMUSG00000053522 Lgals7 chr7:28863852-28866284 21 24 80 65 532 178 1330 310 0 0 4 1 24 9 151 28
ENSMUSG00000053747 Sox14 chr9:99874105-99876170 120 132 267 266 176 176 135 147 0 0 3 0 3 2 0 0
ENSMUSG00000054065 Pkp3 chr7:141078217-141090510 537 789 892 936 2144 1268 4014 1832 14 16 45 10 76 27 27 17
ENSMUSG00000054146 Krt15 chr11:100131757-100135928 81 119 38 55 107 65 2575 300 36 15 21 12 13 4 7 4
ENSMUSG00000054580 Pla2r1 chr2:60417542-60553308 440 557 637 1000 1258 1204 853 885 11 3 23 7 31 11 25 13
ENSMUSG00000054662 Ano9 chr7:141101211-141117806 6 36 9 53 10 55 20 83 1 1 0 1 0 1 0 1
ENSMUSG00000054889 Dsp chr13:38151293-38198577 3146 4510 8441 10092 23270 15011 35244 23566 471 175 298 58 439 191 194 69
ENSMUSG00000055044 Pdlim1 chr19:40221172-40271842 1897 2812 2421 2251 4513 2810 7759 3754 233 123 427 133 249 152 146 79
ENSMUSG00000055116 Arntl chr7:113207464-113314126 241 492 353 456 493 463 557 398 156 105 151 86 171 116 150 118
ENSMUSG00000055333 Fat2 chr11:55250608-55336564 681 1264 1203 1377 1407 1055 2101 1449 6 0 27 3 27 10 4 3
ENSMUSG00000055421 Pcdh9 chr14:93013409-93890679 22 49 31 46 181 74 198 136 0 3 18 8 31 9 74 42
ENSMUSG00000055976 Cldn23 chr8:35824711-35826559 15 16 117 168 152 170 337 184 2 1 3 1 6 3 3 0
ENSMUSG00000055980 Irs1 chr1:82233100-82291416 1375 3029 3627 6296 4726 5084 4921 4821 267 470 2121 1350 1107 988 1229 1043
ENSMUSG00000056078 Lipm chr19:34100942-34122687 13 41 27 30 21 29 69 59 0 0 1 0 0 0 0 0
ENSMUSG00000056602 Fry chr5:150118644-150497753 103 235 538 844 1424 1708 1966 2030 18 11 49 21 104 66 62 44
ENSMUSG00000056737 Capg chr6:72544390-72562983 569 571 954 888 2334 1297 3440 1285 110 43 331 61 259 95 197 88
ENSMUSG00000056895 Hist3h2ba chr11:58948919-58949533 24 27 60 63 294 114 406 171 6 0 15 1 31 1 64 11
ENSMUSG00000057092 Fxyd3 chr7:31068171-31076704 71 71 430 625 663 584 547 375 1 0 5 3 12 5 2 1
ENSMUSG00000057751 Megf6 chr4:154170729-154275713 3499 5002 5046 4735 11153 6110 16428 8674 1984 931 4060 1560 3137 1487 3440 1746
ENSMUSG00000057948 Unc13d chr11:116062094-116077961 42 97 145 196 222 162 300 193 31 24 52 25 54 32 19 14
ENSMUSG00000058665 En1 chr1:120602417-120607992 830 975 982 1337 2162 1345 1649 1481 24 9 24 9 49 8 5 1
ENSMUSG00000058914 C1qtnf3 chr15:10952331-10980150 8 21 162 187 115 226 92 108 0 1 12 4 3 0 0 0
ENSMUSG00000059479 B3gnt8 chr7:25626653-25629492 23 39 87 111 351 156 339 151 7 3 24 5 65 18 26 17
ENSMUSG00000059970 Hspa2 chr12:76404175-76406938 83 147 379 408 625 440 621 318 19 33 84 48 144 65 130 101
ENSMUSG00000060260 Pwwp2b chr7:139248481-139267975 283 600 503 681 1334 886 1936 945 91 77 161 88 261 123 423 171
ENSMUSG00000060487 Samd5 chr10:9622935-9675208 1079 1959 651 911 1071 997 3358 1718 63 64 182 114 148 86 229 140
ENSMUSG00000060780 Lrrtm1 chr6:77242696-77245517 236 286 443 514 542 374 302 253 12 15 8 8 77 5 62 54
ENSMUSG00000061517 Sox21 chr14:118233231-118237030 8 8 34 27 94 26 225 96 0 0 1 0 8 2 0 0
ENSMUSG00000061527 Krt5 chr15:101707069-101712898 3255 3505 11976 11676 27817 18321 65188 24146 24 1 433 90 570 152 110 5
ENSMUSG00000061601 Pclo chr5:14514917-14863459 34 74 39 104 113 86 77 103 13 6 15 8 20 10 30 21
ENSMUSG00000062157 Ifnlr1 chr4:135686286-135708181 74 147 138 255 183 279 422 324 8 3 14 8 17 10 32 25
ENSMUSG00000062432 Cyp26c1 chr19:37685580-37693398 10 4 45 79 313 206 620 269 0 0 3 0 1 1 0 1
ENSMUSG00000062609 Kcnj15 chr16:95257557-95300260 176 209 231 269 484 347 745 487 37 11 42 19 52 29 75 29
ENSMUSG00000063239 Grm4 chr17:27422386-27521403 146 123 379 310 307 245 141 154 5 8 17 5 13 4 92 22
ENSMUSG00000063297 Luzp2 chr7:54835614-55268885 13 12 77 153 126 133 23 65 0 0 0 0 2 3 2 1
ENSMUSG00000063531 Sema3e chr5:14025275-14256689 111 211 116 147 336 205 746 232 2 1 4 9 8 15 18 7
ENSMUSG00000064023 Klk8 chr7:43797576-43803822 218 257 289 303 676 386 937 415 123 66 122 52 144 60 150 49
ENSMUSG00000064247 Plcxd1 chr5:110099968-110103815 57 91 34 27 52 31 37 44 1 1 1 2 4 0 0 0
ENSMUSG00000066720 Cldn9 chr17:23682583-23684018 59 86 46 44 23 37 37 15 1 0 12 5 5 3 1 1
ENSMUSG00000066894 Vsig10 chr5:117319082-117355005 70 105 207 387 626 579 642 538 57 30 149 102 188 118 159 159
ENSMUSG00000068617 Efcab1 chr16:14906636-14926137 81 165 65 130 207 162 351 246 27 17 36 14 40 28 32 44
ENSMUSG00000068740 Celsr2 chr3:108390850-108415552 875 1573 2712 4065 3171 3151 2933 2430 82 77 353 187 442 299 520 370
ENSMUSG00000068876 Cgn chr3:94760068-94786492 585 907 762 1033 1006 862 1454 924 47 46 113 41 136 77 50 75
ENSMUSG00000069581 Tspear chr10:77686568-77886769 51 81 25 49 115 72 205 122 15 10 23 4 21 11 20 10
ENSMUSG00000069911 Fam196b chr11:34314821-34422640 166 364 147 290 1044 720 1492 1135 1 3 25 6 48 19 17 13
ENSMUSG00000070337 Gpr179 chr11:97332108-97352016 41 70 88 87 109 121 79 80 12 12 39 6 9 2 6 11
ENSMUSG00000070473 Cldn3 chr5:134986213-134987472 424 338 451 348 417 336 552 229 1 1 10 3 6 5 1 0
ENSMUSG00000070985 Acnat1 chr4:49447104-49473912 14 18 20 32 17 28 35 14 0 0 2 0 1 1 3 0
ENSMUSG00000072568 Fam84b chr15:60818993-60825080 516 1151 752 1093 1378 1399 2920 1798 255 141 514 203 182 153 203 160
ENSMUSG00000072770 Acrbp chr6:125049688-125063267 129 245 214 318 237 248 215 182 17 32 32 66 28 55 22 71
ENSMUSG00000072944 Nup62cl chrX:140006804-140062712 163 315 104 157 138 177 101 87 28 14 8 7 17 3 34 6
ENSMUSG00000074121 Ntf5 chr7:45413694-45417179 284 390 580 524 1050 691 1223 720 5 4 25 8 33 14 18 5
ENSMUSG00000074227 Spint2 chr7:29256340-29281912 1596 2157 3607 3617 5043 3410 5681 3059 58 47 210 60 337 110 944 283
ENSMUSG00000074277 Phldb3 chr7:24610762-24629297 61 51 204 206 310 188 538 210 4 2 16 2 8 4 6 5
ENSMUSG00000074505 Fat3 chr9:15910188-16501285 352 683 1433 2689 2636 2414 1568 2217 111 89 263 103 391 158 476 308
ENSMUSG00000074647 Fam83c chr2:155827547-155834854 22 42 68 86 151 116 261 141 0 0 5 0 1 0 0 0
ENSMUSG00000074923 Pak6 chr2:118663302-118698020 72 182 144 214 244 195 441 257 8 3 7 5 9 11 3 13
ENSMUSG00000075012 Fjx1 chr2:102449365-102452499 1545 2112 3480 3115 3670 3248 5310 2713 457 257 1258 405 575 360 1583 585
ENSMUSG00000075296 Aldh3b2 chr19:3972327-3981645 45 78 219 185 310 251 482 186 1 0 4 1 5 5 0 0
ENSMUSG00000076441 Ass1 chr2:31470206-31520672 256 367 476 377 576 339 719 338 27 22 42 14 45 22 86 30
ENSMUSG00000078234 Klhdc7a chr4:139960219-139968026 127 219 100 108 68 71 17 33 5 2 4 3 4 0 0 1
ENSMUSG00000078487 Ankrd65 chr4:155790438-155799503 49 72 69 70 52 58 40 36 0 0 0 2 2 0 0 1
ENSMUSG00000078612 Fyb2 chr4:104913455-105016863 5 15 26 38 26 30 42 25 0 0 0 0 2 1 1 0
ENSMUSG00000078954 Arhgap8 chr15:84720051-84772207 130 177 283 258 356 383 445 218 10 4 15 7 20 25 21 9
ENSMUSG00000079679 Vwde chr6:13156298-13224965 241 700 1370 2732 1934 2007 1248 1023 1 1 31 5 29 13 21 13
ENSMUSG00000084128 Esrp2 chr8:106130318-106136974 359 708 1577 2115 1922 2049 2436 1762 6 7 40 17 40 19 7 2
ENSMUSG00000086040 Wipf3 chr6:54429602-54503768 131 213 284 256 290 293 349 145 3 1 23 8 45 15 150 37
ENSMUSG00000087141 Plcxd2 chr16:45959262-46010218 98 226 146 290 357 425 189 272 70 47 68 33 38 52 68 58
ENSMUSG00000089876 Tmem102 chr11:69803602-69805624 130 151 134 137 242 153 420 188 4 1 6 3 7 3 5 0
ENSMUSG00000090071 Cdk5r2 chr1:74854933-74857732 28 19 30 41 63 36 52 22 3 3 6 0 10 2 7 5
ENSMUSG00000090122 Kcne1l chrX:142304751-142306294 39 65 194 142 444 259 548 257 25 11 34 14 99 34 159 46
ENSMUSG00000095105 Edaradd chr13:12472631-12520438 199 519 519 725 384 629 860 720 30 33 68 55 42 61 141 80
ENSMUSG00000096215 Smim22 chr16:5007287-5008309 17 14 22 13 30 26 29 15 0 0 1 1 0 1 0 0
ENSMUSG00000098132 Rassf10 chr7:112953961-112957457 152 357 409 502 298 343 636 319 3 2 19 8 10 4 18 5
ENSMUSG00000102758 Naaladl2 chr3:23798101-24783622 45 61 38 87 92 68 121 125 7 9 5 2 2 2 11 6
